170461951	170462206	22
403071743	403071998	26
407001343	407001598	22
414419967	414422782	27
1023688703	1023692798	22
1024065535	1024067838	30
1024067839	1024068094	30
1024068095	1024131070	30
1024262143	1024327678	27
1024344063	1024352254	27
1024393215	1024488702	30
1024488703	1024488958	27
1024488959	1024500478	30
1024500735	1024500989	30
1024557055	1024655358	30
1024720895	1024786430	27
1025245183	1025245438	6
1025245439	1025245694	6
1025245695	1025245944	6
1025245945	1025245945	6
1025245946	1025245950	6
1025245951	1025246512	6
1025246513	1025246513	6
1025246514	1025246644	6
1025246645	1025246645	6
1025246646	1025247486	6
1025247487	1025247742	3
1025247743	1025248510	6
1025248511	1025248540	6
1025248541	1025248541	6
1025248542	1025248560	6
1025248561	1025248561	6
1025248562	1025248576	6
1025248577	1025248577	6
1025248578	1025248580	6
1025248581	1025248581	6
1025248582	1025248584	6
1025248585	1025248585	6
1025248586	1025248588	6
1025248589	1025248589	6
1025248590	1025248592	6
1025248593	1025248593	6
1025248594	1025248596	6
1025248597	1025248597	6
1025248598	1025248766	6
1025248767	1025248808	6
1025248809	1025248809	6
1025248810	1025250814	6
1025250815	1025251070	6
1025251071	1025252350	6
1025252351	1025253886	6
1025253887	1025254142	6
1025254143	1025254398	6
1025254399	1025256190	6
1025256191	1025256702	6
1025256703	1025258828	6
1025258829	1025258829	6
1025258830	1025277950	6
1025376255	1025441790	27
1025441791	1025507326	27
1026555903	1026568702	3
1026568703	1026568958	3
1026568959	1026571774	3
1026571775	1026572030	3
1026572031	1026575102	3
1026575103	1026575614	3
1026575615	1026575870	3
1026575871	1026576382	3
1026576383	1026588670	3
1026588671	1026588926	3
1026588927	1026599422	3
1026599423	1026599678	3
1026599679	1026610174	3
1026610175	1026610430	3
1026610431	1026648830	3
1026648831	1026649598	3
1026649599	1026652158	3
1026652159	1026652414	3
1026652415	1026652670	3
1026652671	1026657022	3
1026657023	1026657278	3
1026657279	1026665214	3
1026665215	1026665470	3
1026665471	1026666656	3
1026666657	1026666657	3
1026666658	1026668542	3
1026668543	1026669566	3
1026669567	1026669822	3
1026669823	1026670074	3
1026670075	1026670075	3
1026670076	1026670078	3
1026670079	1026674174	3
1026674175	1026674430	3
1026674431	1026679806	3
1026679807	1026680062	3
1026680063	1026682366	3
1026682367	1026682622	3
1026682623	1026686974	3
1026686975	1026687998	3
1026687999	1026696190	3
1026696191	1026696958	3
1026696959	1026722320	3
1026722321	1026722321	3
1026722322	1026723326	3
1026723327	1026723375	3
1026723376	1026723376	3
1026723377	1026723582	3
1026723583	1026724094	3
1026724095	1026724606	3
1026724607	1026727166	3
1026727167	1026727422	3
1026727423	1026731149	3
1026731150	1026731150	3
1026731151	1026731151	3
1026731152	1026734846	3
1026734847	1026735102	3
1026735103	1026739454	3
1026739455	1026739610	3
1026739612	1026739966	3
1026739967	1026741727	3
1026741728	1026741728	3
1026741729	1026742782	3
1026742783	1026743038	3
1026743039	1026743550	3
1026743551	1026743633	3
1026743634	1026743634	3
1026743635	1026743806	3
1026743807	1026745854	3
1026745855	1026748414	3
1026748415	1026748670	3
1026748671	1026749438	3
1026749439	1026750206	3
1026750207	1026750462	3
1026750463	1026750974	3
1026750975	1026751230	3
1026751231	1026751486	3
1026751487	1026751742	3
1026751743	1026751998	3
1026751999	1026752254	3
1026752255	1026752510	3
1026752511	1026763774	3
1026763775	1026768126	3
1026768127	1026768382	3
1026768639	1026769406	3
1026769407	1026770174	3
1026770175	1026774782	3
1026774783	1026775294	3
1026775295	1026776318	3
1026776319	1026776574	3
1026776575	1026776830	3
1026776831	1026778366	3
1026778367	1026778622	3
1026778623	1026781950	3
1026781951	1026782462	3
1026782463	1026784510	3
1026784511	1026784766	3
1026784767	1026787326	3
1026787327	1026788094	3
1026788095	1026788350	3
1026788351	1026788463	3
1026788464	1026788464	3
1026788465	1026789118	3
1026789119	1026789630	3
1026789887	1026790105	3
1026790106	1026790106	3
1026790107	1026790142	3
1026790143	1026791934	3
1026791935	1026792190	3
1026792191	1026792702	3
1026792703	1026792958	3
1026792959	1026793769	3
1026793770	1026793770	3
1026793771	1026794238	3
1026794239	1026794750	3
1026794751	1026795262	3
1026795263	1026795518	3
1026795519	1026796542	3
1026796543	1026800126	3
1026800127	1026800638	3
1026800639	1026800894	3
1026800895	1026801662	3
1026801663	1026802174	3
1026802175	1026802430	3
1026802431	1026804734	3
1026804735	1026806270	3
1026806271	1026806526	3
1026806527	1026807038	3
1026807039	1026807550	3
1026807551	1026807806	3
1026807807	1026809342	3
1026809343	1026809598	3
1026809599	1026809854	3
1026809855	1026810110	3
1026810111	1026812670	3
1026812671	1026815742	3
1026815743	1026815998	3
1026815999	1026816254	3
1026816255	1026816272	3
1026816273	1026816273	3
1026816274	1026816766	3
1026816767	1026817022	3
1026817023	1026818046	3
1026818047	1026818496	11
1026818497	1026818497	11
1026818498	1026836836	11
1026836837	1026836837	11
1026836838	1026850297	11
1026850298	1026850298	11
1026850299	1026853714	11
1026853715	1026853715	11
1026853716	1026853768	11
1026853769	1026853769	11
1026853770	1026854398	11
1026854399	1026854910	11
1026854911	1026875646	11
1026875647	1026875902	11
1026875903	1026881022	11
1026881023	1026881278	11
1026881279	1026882399	11
1026882400	1026882400	11
1026882401	1026883582	11
1026883583	1026886398	11
1026886399	1026886654	11
1026886655	1026887166	11
1026887167	1026887934	11
1026887935	1026887949	11
1026887950	1026887950	11
1026887951	1026888958	11
1026888959	1026889214	11
1026889215	1026889726	11
1026889727	1026889982	11
1026889983	1026890238	11
1026890239	1026890494	11
1026890495	1026890750	11
1026890751	1026891006	11
1026891007	1026891262	11
1026891263	1026892289	11
1026892290	1026892290	11
1026892291	1026892291	11
1026892292	1026892292	11
1026892293	1026892295	11
1026892296	1026892296	11
1026892297	1026892298	11
